Accuracy,Balanced_Accuracy,F1_Score,Sensitivity,Specificity,AUROC,Fold,Optimal_C,Inner_CV_BalAcc_Mean,Inner_CV_BalAcc_Std
0.7611940298507462,0.7445553539019965,0.6923076923076923,0.6206896551724138,0.868421052631579,0.8502722323049002,1,0.0001,0.8087985039738195,0.03991331925971298
0.835820895522388,0.8348457350272231,0.8135593220338984,0.8275862068965517,0.8421052631578947,0.852087114337568,2,0.0001,0.8085834502103788,0.02987082200288841
0.8208955223880597,0.8135208711433757,0.7857142857142857,0.7586206896551724,0.868421052631579,0.8802177858439202,3,0.0001,0.7966619915848528,0.022574117493824878
0.7727272727272727,0.7712022367194781,0.7457627118644068,0.7586206896551724,0.7837837837837838,0.859273066169618,4,0.0001,0.7952781673679289,0.04454140618298535
0.8939393939393939,0.8890977443609023,0.8727272727272727,0.8571428571428571,0.9210526315789473,0.9360902255639099,5,0.0001,0.7748468910705937,0.048504201996793395
