ROI_Name,Normalized_Importance
Left Amygdala,1.0
Right Amygdala,0.9759497142610024
Left Ent entorhinal area,0.6893931536421675
Right Ent entorhinal area,0.7220462898701746
Left Hippocampus,0.2585468397870077
Left PHG parahippocampal gyrus,0.1956116230551191
Right Hippocampus,0.2119079579914685
Right PHG parahippocampal gyrus,0.11304095163565198
Right TMP temporal pole,0.09542633915423784
Left Basal Forebrain,0.06650270564046025
Left TMP temporal pole,0.059913869320710494
Right ITG inferior temporal gyrus,0.04107685709468108
Left ITG inferior temporal gyrus,0.026693556301220975
Right ACgG anterior cingulate gyrus,0.01899634834487459
Right Basal Forebrain,0.044450090135707346
Left FuG fusiform gyrus,0.01301120660004051
Right MTG middle temporal gyrus,0.018758833706512535
Left AIns anterior insula,0.0092930242948796
Right STG superior temporal gyrus,0.012169462342470424
Right Putamen,0.0016127303205033855
Right FuG fusiform gyrus,0.004140438968149886
Left MTG middle temporal gyrus,0.0036645534102223154
Right AIns anterior insula,0.001884335012558222
Left Putamen,0.002468325963870018
Left ACgG anterior cingulate gyrus,0.0011017950346306207
Right Thalamus Proper,0.0027165037347665613
Right MOrG medial orbital gyrus,0.0022609281883914267
Left PCgG posterior cingulate gyrus,0.0009631050470075007
Right PCgG posterior cingulate gyrus,0.0003628631871603174
Right MCgG middle cingulate gyrus,0.0002831295523807563
Left MCgG middle cingulate gyrus,0.0004907887591390182
Left Caudate,0.0
Left Pallidum,0.0002844896229994228
Right Pallidum,0.0
Brain Stem,0.0
Left FO frontal operculum,0.0
Right FO frontal operculum,0.0
Right Cun cuneus,0.0
Left Cun cuneus,0.0
Left CO central operculum,0.0
Right CO central operculum,0.0
Right Accumbens Area,0.0
Left Accumbens Area,0.0
Left Thalamus Proper,0.0015095342077427586
Right Caudate,0.0
Left Calc calcarine cortex,0.0
Right Calc calcarine cortex,0.0
Right AnG angular gyrus,0.0
Left AnG angular gyrus,0.00010451834285172426
Right AOrG anterior orbital gyrus,0.0
Left AOrG anterior orbital gyrus,0.0
Right LOrG lateral orbital gyrus,0.0
Left LOrG lateral orbital gyrus,0.0
Right LiG lingual gyrus,0.0
Left LiG lingual gyrus,0.0
Right GRe gyrus rectus,0.0
Left GRe gyrus rectus,0.0
Right IOG inferior occipital gyrus,0.0
Left IOG inferior occipital gyrus,0.0
Right FRP frontal pole,0.0
Left FRP frontal pole,0.0
Left MOrG medial orbital gyrus,0.00015573231873971887
Left MPoG postcentral gyrus medial segment,0.0
Left MFG middle frontal gyrus,3.133025132904133e-05
Left MOG middle occipital gyrus,0.0
Right MPoG postcentral gyrus medial segment,0.0
Right MFC medial frontal cortex,0.0
Right MSFG superior frontal gyrus medial segment,0.0
Left MSFG superior frontal gyrus medial segment,0.0
Right MPrG precentral gyrus medial segment,0.0
Left MPrG precentral gyrus medial segment,0.00011085678638579175
Right OCP occipital pole,0.0
Left OCP occipital pole,0.0
Right OFuG occipital fusiform gyrus,0.0
Left OFuG occipital fusiform gyrus,0.0
Left OrIFG orbital part of the inferior frontal gyrus,0.0
Right OrIFG orbital part of the inferior frontal gyrus,0.0
Left OpIFG opercular part of the inferior frontal gyrus,0.0
Right OpIFG opercular part of the inferior frontal gyrus,0.0
Left PCu precuneus,5.5388921004214035e-05
Right MOG middle occipital gyrus,0.0
Right MFG middle frontal gyrus,0.0
Left MFC medial frontal cortex,0.0
Left PIns posterior insula,0.0006346302775849813
Right PIns posterior insula,0.0
Right PCu precuneus,0.0
Right PO parietal operculum,0.0
Right POrG posterior orbital gyrus,0.0
Left PO parietal operculum,0.0
Right PoG postcentral gyrus,0.0
Left PoG postcentral gyrus,0.0
Right PrG precentral gyrus,0.0
Left PrG precentral gyrus,0.0
Right PT planum temporale,0.0
Left PT planum temporale,0.0
Right SCA subcallosal area,0.0
Left POrG posterior orbital gyrus,0.0
Right PP planum polare,0.0
Left PP planum polare,0.0001553634470254163
Left SFG superior frontal gyrus,0.0
Right SFG superior frontal gyrus,0.0
Left SCA subcallosal area,0.0
Right SMC supplementary motor cortex,0.0
Right SOG superior occipital gyrus,0.0
Left SMC supplementary motor cortex,0.0
Right SMG supramarginal gyrus,0.0
Left SMG supramarginal gyrus,0.00026327311170290724
Left SPL superior parietal lobule,0.0
Right SPL superior parietal lobule,0.0
Left SOG superior occipital gyrus,0.0
Left STG superior temporal gyrus,0.0002896146494763351
Right TrIFG triangular part of the inferior frontal gyrus,0.0
Left TrIFG triangular part of the inferior frontal gyrus,0.0
Right TTG transverse temporal gyrus,0.0
Left TTG transverse temporal gyrus,0.0
